"session","created","modified","ended","expired","respondentID","doePath","doe","autoAttendantImg_beg","pageTime3","pageTime4","transportMode_regular","transportMode_regularOther","transportMode_occassionally","transportMode_occassionallyOther","transportMode_never","pageTime5","modeChangeBus","modeChangeRail","modeChangeRH","modeChangeSharedRH","pageTime6","avFamiliarity","automationComfort","transportCosts","avSafety","avBenefit","transportOptions","sharingWillingness","ptAccess","vehicleAccess","environmentConsid","pageTime7","pageTime8","pageTime9","pageTime10","attentionCheck","attentionScreenout"
"qZ1xKi_BFMvg_FvvdQpObuXYrnDzSu2L7qcA8G5ZzVfrDhW2pQ_J8y5vMNHmwh44","2021-10-09 19:03:45","2021-10-09 19:07:43","2021-10-09 19:07:44","","2100","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 19:03:46","2021-10-09 19:04:55","personalVehicle","","personalVehicle","","RH, sharedRH, metroaccess","2021-10-09 19:05:39","less","less","neverUsed","neverUsed","2021-10-09 19:05:39","neutral","disagreeStrong","neutral","neutral","neutral","disagree","disagreeStrong","agreeStrong","agreeStrong","disagreeStrong","2021-10-09 19:06:51","2021-10-09 19:06:58","2021-10-09 19:07:23","2021-10-09 19:07:32","attendant_no","0"
"H_Nt2-1O91lJpyOPLKsSKTRlPgo296gjr1y8R_REjhBf2Bua-wqZ4-JbfvSzXu-n","2021-10-09 19:05:11","2021-10-09 19:07:54","2021-10-09 19:07:54","","115","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 19:05:11","2021-10-09 19:05:21","personalVehicle","","personalVehicle","","metroaccess","2021-10-09 19:06:13","neverUsed","neverUsed","less","less","2021-10-09 19:06:28","neutral","disagreeStrong","disagreeStrong","disagreeStrong","disagreeStrong","disagreeStrong","disagreeStrong","agree","agreeStrong","disagree","2021-10-09 19:07:10","2021-10-09 19:07:12","2021-10-09 19:07:41","2021-10-09 19:07:45","attendant_no","0"
"u0kdi0i9i95V9aOc3cVi5sPFgFwUVV9vfWa_Cxd-yr6PfMdFNKjsyoORgyjUHpej","2021-10-09 19:10:13","2021-10-09 19:13:46","2021-10-09 19:13:47","","2364","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 19:10:14","2021-10-09 19:11:06","personalVehicle, rail, RH, sharedRH","","personalVehicle, rail, RH, sharedRH","","personalVehicle, rail, RH, sharedRH","2021-10-09 19:12:15","less","same","same","same","2021-10-09 19:12:15","agree","agreeStrong","neutral","neutral","neutral","agree","agree","agree","agreeStrong","agree","2021-10-09 19:13:02","2021-10-09 19:13:05","2021-10-09 19:13:12","2021-10-09 19:13:21","attendant_no","0"
"iyU8wHfpuq3T4a7Mo0WifBjv4F7P512f8OxvaBYOkzjAAmlQcDmfRkIOaPTNF4OL","2021-10-09 19:11:35","2021-10-09 19:13:30","2021-10-09 19:13:30","","543","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 19:11:35","2021-10-09 19:11:50","bus, rail","","bus, rail, RH","","metroaccess","2021-10-09 19:12:10","less","less","less","less","2021-10-09 19:12:22","agree","disagree","neutral","neutral","neutral","agree","disagree","agreeStrong","neutral","agreeStrong","2021-10-09 19:12:48","2021-10-09 19:12:52","2021-10-09 19:13:07","2021-10-09 19:13:22","attendant_no","0"
"LZobKdCDXXeQu5Bi3IrnXd-dXgqWvLn0Y2iEiRYiw-5H8t5RFw-IegMiGuXXKyV0","2021-10-09 19:15:24","2021-10-09 19:23:56","2021-10-09 19:23:56","","855","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 19:15:25","2021-10-09 19:19:28","personalVehicle","","personalVehicle","","sharedRH","2021-10-09 19:20:03","less","less","less","less","2021-10-09 19:20:03","agree","agree","agree","agree","neutral","neutral","disagreeStrong","disagree","agreeStrong","agree","2021-10-09 19:22:07","2021-10-09 19:22:13","2021-10-09 19:23:04","2021-10-09 19:23:44","attendant_no","0"
"Ou28yUdCdPQMK7WLET_zfmpYZiPAfLH2WhJJsiAjohO3Xti6XY2HRO7bzK9uGfL9","2021-10-09 19:15:37","2021-10-09 19:18:28","2021-10-09 19:18:28","","2668","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 19:15:38","2021-10-09 19:15:50","personalVehicle","","personalVehicle, rail, RH","","personalVehicle, bus, rail, RH, sharedRH","2021-10-09 19:16:19","less","less","more","same","2021-10-09 19:16:39","agree","neutral","neutral","agree","disagree","agree","agree","agreeStrong","agreeStrong","neutral","2021-10-09 19:17:26","2021-10-09 19:17:30","2021-10-09 19:17:54","2021-10-09 19:18:19","attendant_no","0"
"FWGNvsHxCmO5rL2AnudQJQLkOa30RMb0kKZ3-ZN_G3xpqnU62TYkdj7sL7hnjb41","2021-10-09 19:18:10","2021-10-09 19:21:28","2021-10-09 19:21:28","","4234","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 19:18:11","2021-10-09 19:19:12","personalVehicle","","rail","","metroaccess","2021-10-09 19:19:41","less","less","less","less","2021-10-09 19:19:41","agreeStrong","agree","disagree","agree","disagree","neutral","agree","agree","agreeStrong","agree","2021-10-09 19:20:36","2021-10-09 19:20:39","2021-10-09 19:20:57","2021-10-09 19:21:16","attendant_no","0"
"M1shDhkv-IXVpmj70TtXg_wHdv53XZpGZji8RwqhVLzYKxIBQO-RLgiBx1ewBL8M","2021-10-09 19:21:25","2021-10-09 19:26:22","2021-10-09 19:26:22","","539","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 19:21:26","2021-10-09 19:22:35","personalVehicle","","RH","","sharedRH, metroaccess","2021-10-09 19:23:42","less","less","less","neverUsed","2021-10-09 19:23:42","agree","disagreeStrong","neutral","disagreeStrong","agreeStrong","disagree","disagreeStrong","agree","agreeStrong","neutral","2021-10-09 19:24:43","2021-10-09 19:24:49","2021-10-09 19:25:43","2021-10-09 19:26:11","attendant_no","0"
"3JNt0ER6iBt239GF2nTDBeBR6Ru3H9FfiYTTUQX4lVrKRmdFTj6r0UGcaFGaB2vQ","2021-10-09 19:38:30","2021-10-09 19:42:33","2021-10-09 19:42:34","","2","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 19:38:31","2021-10-09 19:39:05","personalVehicle","walking","rail","","bus, sharedRH, metroaccess","2021-10-09 19:40:06","neverUsed","less","same","neverUsed","2021-10-09 19:40:06","neutral","disagree","neutral","neutral","neutral","agree","neutral","agreeStrong","agreeStrong","disagree","2021-10-09 19:41:09","2021-10-09 19:41:13","2021-10-09 19:41:55","2021-10-09 19:42:23","attendant_no","0"
"ujdvIzKJwzaYt1_AUZDL6ff89Yx9zmreGdkFONCqF73aJyLEyx5SWzm9fcBNzksr","2021-10-09 19:52:06","2021-10-09 20:05:37","2021-10-09 20:05:37","","3029","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 19:52:07","2021-10-09 20:00:33","personalVehicle","","personalVehicle","","bus","2021-10-09 20:01:07","neverUsed","neverUsed","neverUsed","neverUsed","2021-10-09 20:01:07","agree","neutral","disagree","neutral","agree","neutral","agree","agree","agree","agree","2021-10-09 20:02:56","2021-10-09 20:03:01","2021-10-09 20:03:55","2021-10-09 20:05:08","attendant_no","0"
"2MpSu8sQANoHpNBxVHHcG94-fd36q0oRt60YSMu23VC-YSuyRcffYA7WC6l02LMq","2021-10-09 20:03:11","2021-10-09 20:07:28","2021-10-09 20:07:28","","2361","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 20:03:12","2021-10-09 20:04:21","personalVehicle","","personalVehicle","","sharedRH, metroaccess","2021-10-09 20:04:59","same","same","same","neverUsed","2021-10-09 20:04:59","disagree","disagreeStrong","neutral","disagree","agree","neutral","disagreeStrong","agree","agreeStrong","disagree","2021-10-09 20:06:06","2021-10-09 20:06:11","2021-10-09 20:06:46","2021-10-09 20:07:16","attendant_no","0"
"nIIoJ_MulpIpdXyZk0NRXFj4TvBwZzG-dF6SKsGIc8FPdQ8lUcWTb0zXYTlxQ5B4","2021-10-09 20:05:52","2021-10-09 20:11:22","2021-10-09 20:11:23","","2743","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 20:05:52","2021-10-09 20:07:17","personalVehicle","","personalVehicle","","rail, RH, sharedRH, metroaccess","2021-10-09 20:08:42","less","neverUsed","neverUsed","neverUsed","2021-10-09 20:08:42","agree","disagreeStrong","disagreeStrong","disagree","disagreeStrong","disagreeStrong","disagreeStrong","disagree","agreeStrong","disagreeStrong","2021-10-09 20:09:50","2021-10-09 20:09:54","2021-10-09 20:10:29","2021-10-09 20:11:12","attendant_no","0"
"6uKyaQ8_jlvc0-yjJMQPAyCFSxqXINaSEzpPqpiCn5F75YiXMLoZtOQlgCnkQEp9","2021-10-09 20:08:34","2021-10-09 20:12:39","2021-10-09 20:12:39","","1234","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 20:08:34","2021-10-09 20:09:00","rail","","bus","","bus","2021-10-09 20:09:46","same","less","neverUsed","neverUsed","2021-10-09 20:09:46","agreeStrong","disagreeStrong","disagree","disagree","agreeStrong","agreeStrong","disagreeStrong","agreeStrong","neutral","agreeStrong","2021-10-09 20:11:36","2021-10-09 20:11:40","2021-10-09 20:11:54","2021-10-09 20:12:09","non_auto","1"
"blbLUmDys9ccSPSewjiS8gegKLRoHjPZlx4aEHkG1zA_4HXmvhrk4yiidV67P_id","2021-10-09 20:11:13","2021-10-09 20:15:44","2021-10-09 20:15:44","","3023","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 20:11:14","2021-10-09 20:12:25","personalVehicle","","rail","","metroaccess","2021-10-09 20:13:12","same","less","less","less","2021-10-09 20:13:12","agree","disagreeStrong","neutral","disagree","agree","neutral","disagreeStrong","agreeStrong","agreeStrong","agree","2021-10-09 20:14:30","2021-10-09 20:14:34","2021-10-09 20:15:02","2021-10-09 20:15:29","attendant_no","0"
"WoibAQhnvoCk2Md3cgbANG1Ui77RbteK19peep98KjWojdyPk_Abh1S4oFAduhVF","2021-10-09 20:13:53","2021-10-09 20:17:24","2021-10-09 20:17:25","","2284","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 20:13:54","2021-10-09 20:14:56","personalVehicle","","personalVehicle","","sharedRH, metroaccess","2021-10-09 20:15:27","neverUsed","neverUsed","neverUsed","neverUsed","2021-10-09 20:15:27","agree","disagree","neutral","neutral","neutral","neutral","disagreeStrong","disagree","agreeStrong","neutral","2021-10-09 20:16:48","2021-10-09 20:16:51","2021-10-09 20:17:07","2021-10-09 20:17:15","attendant_yes","1"
"RYlpqMDSWfY1leeOmKZUDTNBlvTD9hoZimp127Mrf3CvN8MNaSfONLAZNMr5kiro","2021-10-09 20:17:59","2021-10-09 20:22:50","2021-10-09 20:22:50","","4982","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 20:17:59","2021-10-09 20:19:27","personalVehicle","","other","","metroaccess","2021-10-09 20:20:29","less","less","less","less","2021-10-09 20:20:29","agree","agreeStrong","disagree","neutral","neutral","agree","disagree","neutral","agree","agreeStrong","2021-10-09 20:22:06","2021-10-09 20:22:12","2021-10-09 20:22:20","2021-10-09 20:22:27","attendant_no","0"
"CTS-RR6o0iP-XoIoISBWLS_qO2PSnu9PpdL04rBGqZEx2wSMuAPowcRNRo65pFBF","2021-10-09 20:20:53","","","","886","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 20:20:53","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-gnjOZk_BRr2SiJqypiYe7KrfH86lLZNj-JWUa2HFOzxOw-QmnYE0ADKB_KG5Acg","2021-10-09 20:35:05","2021-10-09 20:38:23","2021-10-09 20:38:23","","4343","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 20:35:06","2021-10-09 20:35:41","personalVehicle","","personalVehicle","","bus","2021-10-09 20:36:02","less","neverUsed","more","neverUsed","2021-10-09 20:36:22","neutral","agree","agree","agree","disagree","disagree","disagree","disagree","agree","neutral","2021-10-09 20:37:07","2021-10-09 20:37:14","2021-10-09 20:37:53","2021-10-09 20:38:12","attendant_no","0"
"xAe1kALE4nRK9W68S1ttO0-6kEBVoVfGct8-DtbrtDzz0LbVZNoSEomEDNJkaWYQ","2021-10-09 20:56:03","2021-10-09 21:03:32","2021-10-09 21:03:32","","133","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 20:56:04","2021-10-09 20:58:03","personalVehicle","","RH","","sharedRH, metroaccess","2021-10-09 20:59:36","less","less","less","neverUsed","2021-10-09 20:59:36","agree","disagree","agree","neutral","agree","agree","disagree","disagree","agreeStrong","neutral","2021-10-09 21:01:28","2021-10-09 21:01:38","2021-10-09 21:02:24","2021-10-09 21:03:09","attendant_no","0"
"fll3zfyohD-jIQ6-sulLx6TR4uNcWzLDW-uuPv0dR4I2gY9hG5-ZzK3Y_dAehKXl","2021-10-09 21:44:02","2021-10-09 21:49:08","2021-10-09 21:49:09","","127","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 21:44:06","2021-10-09 21:45:57","personalVehicle, bus","","personalVehicle, RH","","rail, metroaccess","2021-10-09 21:46:51","less","less","more","same","2021-10-09 21:46:51","agree","agreeStrong","agree","agreeStrong","agree","agreeStrong","agree","agreeStrong","agree","agreeStrong","2021-10-09 21:47:42","2021-10-09 21:47:53","2021-10-09 21:48:16","2021-10-09 21:48:49","attendant_yes","1"
"kAuNQIIQ4CQ7Qe6BcEAMtZm2tmXGH0bwSN-VZLtwLEilnaEoKhFOXzeBQKp1iOsA","2021-10-09 21:49:23","2021-10-09 22:01:04","2021-10-09 22:01:05","","949","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 21:49:23","2021-10-09 21:55:19","personalVehicle","","personalVehicle","","bus, rail, RH, sharedRH, metroaccess","2021-10-09 21:56:30","neverUsed","neverUsed","neverUsed","neverUsed","2021-10-09 21:56:30","agree","disagree","neutral","neutral","neutral","neutral","disagree","agree","agreeStrong","disagree","2021-10-09 21:59:10","2021-10-09 21:59:18","2021-10-09 22:00:11","2021-10-09 22:00:52","attendant_no","0"
"0MYPcVENdxH_fxtV9OFusbNKe1iVtPkJYM5p6yHhw-VXNaqHo-XoVd1ztY6fMVFA","2021-10-09 21:49:51","2021-10-09 21:54:15","2021-10-09 21:54:15","","2501","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 21:49:52","2021-10-09 21:51:08","personalVehicle, rail","","RH","","sharedRH, metroaccess","2021-10-09 21:51:53","less","less","same","same","2021-10-09 21:51:53","agreeStrong","agreeStrong","agreeStrong","agree","disagreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","2021-10-09 21:52:46","2021-10-09 21:53:00","2021-10-09 21:53:41","2021-10-09 21:54:05","attendant_no","0"
"5CNcXUkTaUY1FuRVwyA15o3-295Vo-XcgJsH_dPeBK6aIvtkiK3Pebf4l6OFJyH2","2021-10-09 21:52:54","2021-10-09 22:04:01","2021-10-09 22:04:01","","1752","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 21:52:55","2021-10-09 22:02:17","personalVehicle","","other","None ","sharedRH, metroaccess","2021-10-09 22:02:48","neverUsed","neverUsed","less","neverUsed","2021-10-09 22:02:48","agree","neutral","agree","neutral","neutral","neutral","neutral","disagree","agreeStrong","neutral","2021-10-09 22:03:40","2021-10-09 22:03:42","2021-10-09 22:03:50","2021-10-09 22:03:54","attendant_yes","1"
"GQ4GSrICvwVyNYeKRNfPklsy9ZKsk7qaiJIGtAsY10NgYNt5bqFABJEUjmGUzEvg","2021-10-09 21:54:54","2021-10-09 21:56:15","2021-10-09 21:56:15","","1584","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 21:54:55","2021-10-09 21:55:17","personalVehicle","","personalVehicle","","personalVehicle","2021-10-09 21:55:30","same","same","less","same","2021-10-09 21:55:30","neutral","disagree","agree","disagreeStrong","neutral","disagree","agree","disagree","agree","disagree","2021-10-09 21:55:49","2021-10-09 21:55:51","2021-10-09 21:56:05","2021-10-09 21:56:11","attendant_no","0"
"gbOYj5WF5DQsgzQ1B4btCv7XYIC90nSPYSYyYXKN5Higbsrh_BKJ0rt3JERE-3Qp","2021-10-09 22:00:16","2021-10-09 22:03:57","2021-10-09 22:03:57","","430","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 22:00:17","2021-10-09 22:00:44","personalVehicle","","personalVehicle","","RH, sharedRH, metroaccess","2021-10-09 22:01:46","same","same","same","same","2021-10-09 22:01:46","agree","disagree","neutral","neutral","agree","neutral","disagree","disagree","agree","neutral","2021-10-09 22:02:47","2021-10-09 22:02:50","2021-10-09 22:03:15","2021-10-09 22:03:44","attendant_no","0"
"BsgFs0fwrhEd2MBfBxQGGCovyxoBHmf4Zb2iCbDKmy4WS99E5ciB7TSx87hPnybH","2021-10-09 22:21:46","2021-10-09 22:22:13","","","695","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 22:21:47","2021-10-09 22:21:57","rail","","metroaccess","","sharedRH","2021-10-09 22:22:05","same","same","neverUsed","same","2021-10-09 22:22:14","","","","","","","","","","","","","","","",""
"ahFHJp2OTGvYUhaOLOepfWPuzbn-QuCqlhwlrnOmabLf135JD8ZATzYVn85Itg15","2021-10-09 22:36:52","2021-10-09 22:41:18","2021-10-09 22:41:18","","2312","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 22:36:53","2021-10-09 22:38:09","personalVehicle","","personalVehicle","","bus, sharedRH, metroaccess","2021-10-09 22:39:04","neverUsed","less","less","neverUsed","2021-10-09 22:39:04","agreeStrong","agreeStrong","disagreeStrong","neutral","neutral","neutral","agree","agree","agreeStrong","neutral","2021-10-09 22:40:12","2021-10-09 22:40:18","2021-10-09 22:40:43","2021-10-09 22:41:05","attendant_no","0"
"0NNdCjmmHqfm3apcZ7M4eEppmVMCZLx19ST5h6lGlGEk4co3dZIASWk6Pq7ceAGr","2021-10-09 22:43:28","","","","1337","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 22:43:29","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GKmflXi3r5xpTFmCvJ7FErjAaNeQW-_YI8I_w5C1G6HOsmB8gZokcnl6sYUUNYoA","2021-10-09 22:44:17","2021-10-09 22:47:57","2021-10-09 22:47:58","","587","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 22:44:18","2021-10-09 22:45:27","personalVehicle","","personalVehicle","","RH, sharedRH, metroaccess","2021-10-09 22:46:02","less","less","neverUsed","neverUsed","2021-10-09 22:46:02","agree","disagreeStrong","neutral","disagree","agree","disagree","disagreeStrong","disagree","agreeStrong","agreeStrong","2021-10-09 22:46:47","2021-10-09 22:46:52","2021-10-09 22:47:14","2021-10-09 22:47:45","attendant_no","0"
"3d6gK9V6A4kvqe_Gkqh2F6jjSM4yAkeknqJ-YjCr8RywObHRMPgD-uItiH9Mf4An","2021-10-09 23:04:54","2021-10-09 23:08:14","2021-10-09 23:08:14","","929","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 23:04:55","2021-10-09 23:05:05","personalVehicle","","personalVehicle","","RH, sharedRH","2021-10-09 23:06:04","same","less","neverUsed","neverUsed","2021-10-09 23:06:31","agree","neutral","agree","agree","agree","neutral","agree","agree","agree","agree","2021-10-09 23:07:23","2021-10-09 23:07:33","2021-10-09 23:07:49","2021-10-09 23:08:03","attendant_no","0"
"syWlq7kNAfEQL9Qw6JgytwbWbGfdf2Wz5Xe37wzDzGyTSJClfvVH_4q15vS3V52W","2021-10-09 23:07:09","2021-10-09 23:09:30","2021-10-09 23:09:30","","4068","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 23:07:10","2021-10-09 23:07:33","personalVehicle","","personalVehicle","","metroaccess","2021-10-09 23:07:59","less","less","less","less","2021-10-09 23:07:59","neutral","disagreeStrong","neutral","disagree","agree","neutral","disagreeStrong","agree","agree","agree","2021-10-09 23:08:54","2021-10-09 23:08:57","2021-10-09 23:09:10","2021-10-09 23:09:21","attendant_no","0"
"n2i1C2_l7lzcNuScZmGaQFMPRpmYhg7W-29BI6nD6U7oxLIY420ry19j7az7xaow","2021-10-09 23:08:44","2021-10-09 23:12:42","2021-10-09 23:12:42","","2637","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 23:08:45","2021-10-09 23:09:56","personalVehicle, bus","","sharedRH","","metroaccess","2021-10-09 23:10:34","same","less","less","less","2021-10-09 23:10:34","agree","neutral","neutral","agree","neutral","neutral","disagree","agree","agree","agree","2021-10-09 23:11:41","2021-10-09 23:11:46","2021-10-09 23:12:18","2021-10-09 23:12:26","attendant_no","0"
"MYxEKIw1_BeONZhUxsUAgD-DtRDHIrvNkYYMlURXbl_tIIsF0RvKnrdc1aMd-OXL","2021-10-09 23:08:45","2021-10-09 23:12:04","2021-10-09 23:12:04","","1036","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 23:08:46","2021-10-09 23:09:58","personalVehicle","","rail","","RH, sharedRH, metroaccess","2021-10-09 23:10:25","neverUsed","less","neverUsed","neverUsed","2021-10-09 23:10:25","agree","agree","disagree","agree","neutral","neutral","disagree","disagree","agree","agree","2021-10-09 23:11:23","2021-10-09 23:11:27","2021-10-09 23:11:43","2021-10-09 23:11:56","attendant_no","0"
"hff-XNsd4VTwgN7Br47OjfwU5axy0Sk5ozd5ZUZ3o09ijRFINxXgG6vrUK9e7ttL","2021-10-09 23:11:25","2021-10-09 23:14:20","2021-10-09 23:14:20","","4923","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 23:11:26","2021-10-09 23:12:29","personalVehicle","","personalVehicle","","usedAll","2021-10-09 23:12:57","less","less","less","less","2021-10-09 23:12:57","agree","disagree","neutral","disagree","agree","disagree","disagreeStrong","agreeStrong","agreeStrong","neutral","2021-10-09 23:13:45","2021-10-09 23:13:49","2021-10-09 23:14:01","2021-10-09 23:14:11","attendant_no","0"
"Cy-ZdO8T5MxdCvsoJyueZpawAYYdW9T14Ac67az4jONTPJO-aVedeCpxKLSA2PQW","2021-10-09 23:13:59","2021-10-09 23:17:28","2021-10-09 23:17:29","","3774","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 23:14:00","2021-10-09 23:15:14","personalVehicle","","personalVehicle, rail","","metroaccess","2021-10-09 23:15:42","less","less","less","less","2021-10-09 23:15:42","agree","disagreeStrong","disagree","disagreeStrong","agree","neutral","disagreeStrong","agree","agreeStrong","agree","2021-10-09 23:16:41","2021-10-09 23:16:44","2021-10-09 23:17:05","2021-10-09 23:17:19","attendant_no","0"
"6Ol9zdwykRlUYFw7LNbmjriFHBtSxraPqqZOj5sncpIDlGxTcS3h2DMIcInTBSt6","2021-10-09 23:18:34","2021-10-09 23:21:48","2021-10-09 23:21:49","","4673","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 23:18:35","2021-10-09 23:19:28","personalVehicle","","rail","","RH, sharedRH, metroaccess","2021-10-09 23:20:20","same","less","same","same","2021-10-09 23:20:20","agreeStrong","neutral","agree","neutral","neutral","agree","disagree","agreeStrong","agreeStrong","neutral","2021-10-09 23:21:04","2021-10-09 23:21:08","2021-10-09 23:21:27","2021-10-09 23:21:39","attendant_no","0"
